ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
4580,-0.23633252189262507,1377.31,1.2986402633965242,-0.008388007682344774,505.29,3.31,6.94,36.77,3.27,96.75,2.01,6.04,10.0,9.26,No,Blue,Yes,1,16,639221.7557,0
3817,-0.43972996505374334,1209.53,-0.442113251747741,-0.008388007682344774,279.59,32.14,7.09,4.06,1.76,92.16,1.63,4.35,6.46,9.61,No,White,No,1,14,149938.0098,0
4865,-0.492742995394298,550.0,0.734664230673076,-0.008388007682344774,947.97,11.06,6.27,32.93,6.57,88.19,1.83,4.73,7.25,4.9,No,Green,Yes,1,3,156641.365,0
326,-0.9392001077816281,696.71,-1.1878277437103808,-0.008388007682344774,1109.8,50.24,7.01,56.54,31.78,96.92,1.4,3.22,9.13,6.97,No,White,Yes,1,10,59232.90194,0
5509,-1.0667215782192718,550.0,-0.9523366625730839,-0.008388007682344774,826.02,37.92,4.97,96.83,8.08,96.82,1.39,3.78,1.48,1.2,No,Green,No,1,15,65853.61689,1
4269,-0.428094738543979,954.69,-0.30775684522522034,-1.9655898002294858,686.22,43.88,2.77,38.87,15.23,80.39,1.96,0.15,1.22,3.29,No,Yellow,No,1,7,238567.3987,0
5423,-1.1682534897400414,550.0,-1.1878277437103808,-0.9869889039559153,304.95,22.78,5.22,51.86,13.7,97.18,2.17,3.95,6.25,7.71,No,Red,No,1,14,53931.26127,0
3832,-1.3721501813623471,830.58,0.3101446275084696,-1.9655898002294858,902.26,4.65,8.12,7.52,13.22,98.9,1.77,4.32,4.25,1.35,No,Blue,Yes,1,9,898.7966815,0
4054,-0.9909932000654497,1084.17,-1.1878277437103808,-0.9869889039559153,719.87,33.1,7.25,85.57,9.76,91.63,1.9,0.68,8.61,7.31,No,Red,No,1,22,121207.2502,0
5145,-0.7737464167280965,1032.15,-0.4042283116740958,-0.008388007682344774,485.19,5.58,5.77,10.89,41.37,93.58,2.23,3.9,4.56,4.79,No,Red,No,1,16,166617.2444,0
1351,-0.3560021799208674,1330.19,-0.8161761383937084,-0.008388007682344774,1112.81,28.24,9.0,53.99,8.55,99.9,0.02,4.83,5.84,6.54,Yes,Blue,No,1,21,333195.2274,0
6751,-0.8397313709853444,550.0,0.446495822954124,-0.008388007682344774,692.34,34.74,4.81,140.48,40.92,84.22,2.19,1.04,2.5,3.8,No,Red,No,1,14,115122.1545,0
278,-0.6651734733377673,550.0,-0.22427873008084925,-0.008388007682344774,290.65,27.16,6.97,108.3,0.82,92.38,1.09,1.27,8.98,5.07,No,Green,Yes,2,6,126751.1874,0
2679,-0.7038568604906179,550.0,-0.34287332959980904,0.9702128885912258,118.39,40.76,6.83,39.43,19.43,95.96,1.38,4.03,1.34,4.62,Yes,Green,Yes,1,12,153018.1354,0
3510,-0.7146441341150152,1501.09,0.5807420554104531,-0.9869889039559153,103.56,63.79,7.79,57.21,9.92,92.79,1.04,3.23,1.62,3.2,No,Yellow,No,1,5,209483.7264,0
4211,-1.0048986573709844,550.0,-0.6018532833271432,-0.008388007682344774,438.7,0.47,7.3,30.85,29.77,99.9,1.16,3.81,6.18,4.82,No,White,No,1,19,57139.69919,1
3802,-1.3241745728898662,961.1,-1.1878277437103808,-0.9869889039559153,296.34,31.93,6.66,72.6,34.04,96.4,1.64,4.09,7.76,5.49,No,Blue,No,1,20,45286.14571,0
2645,-1.0442084603788633,663.49,0.08665254575693374,-0.9869889039559153,455.37,16.97,5.15,66.77,27.23,98.3,0.81,4.37,2.67,7.8,Yes,Green,Yes,1,14,113184.446,0
3456,-0.8266489422674291,571.26,-1.1878277437103808,-0.9869889039559153,800.59,27.25,5.58,41.18,10.58,98.17,1.79,1.23,5.56,5.03,No,White,No,1,20,146489.6918,0
1768,-0.6334445193221496,620.84,-0.3876195711957046,-0.008388007682344774,17.86,19.36,5.13,32.53,6.75,88.01,1.27,4.53,1.88,6.76,No,Green,Yes,2,24,173863.2991,0
6893,-1.2570661832320131,1327.08,-0.33922410499800887,-1.9655898002294858,84.94,62.88,4.8,77.01,20.69,81.44,1.29,4.01,3.29,1.73,Yes,Green,Yes,1,21,38544.36169,0
758,-0.41580450652394807,876.12,-0.4265999327231056,0.9702128885912258,1248.47,21.6,6.79,55.92,17.08,92.4,0.96,6.48,6.65,7.51,No,Yellow,Yes,1,10,199628.4913,0
4307,-0.39645559644199097,1062.03,0.4442155105998167,0.9702128885912258,248.15,35.38,7.43,28.6,33.31,95.82,1.59,6.07,4.79,3.3,Yes,White,Yes,2,27,287530.9258,0
2786,-0.4814957413809865,1581.77,-0.4376403515907635,-0.008388007682344774,847.84,22.96,8.86,38.8,19.05,96.94,1.6,7.32,7.42,7.51,Yes,Green,No,1,24,344310.3892,0
1142,-0.8864938313692924,767.77,-1.125586572219688,-0.008388007682344774,1045.55,20.16,7.52,30.16,1.45,95.77,1.41,5.38,5.63,5.56,No,Red,Yes,1,14,210389.2184,0
4886,-0.8278336931586296,901.94,-0.7551200877265757,-0.008388007682344774,1023.35,10.8,9.36,33.02,26.46,96.55,1.94,4.61,8.55,5.85,No,Red,No,1,7,199328.9394,0
6813,-0.3044527599903555,1004.4,-0.6877942696944495,-0.008388007682344774,101.47,42.66,7.36,98.74,7.09,95.29,1.1,5.96,4.32,6.52,Yes,Green,No,1,5,231064.7232,0
3967,-0.5730499451347764,550.0,-0.29048122723445363,0.9702128885912258,319.62,7.15,7.11,13.66,27.62,94.87,1.37,5.49,9.99,6.19,No,Blue,No,1,13,144741.6853,0
5262,-0.31236121229534064,1309.32,-1.1878277437103808,-0.008388007682344774,99.36,16.29,7.66,33.73,27.36,98.46,1.91,6.22,8.28,5.23,No,Green,No,1,12,141262.4938,0
2430,-0.5253728701739331,793.32,-1.1878277437103808,-0.008388007682344774,304.51,46.85,9.18,39.23,24.07,97.7,0.85,6.67,8.97,8.64,Yes,White,No,2,26,170273.1303,0
700,-1.2720851580295216,642.03,0.6023376926055513,-0.9869889039559153,582.14,83.69,4.4,126.93,35.44,96.86,2.11,3.4,5.22,8.32,No,Yellow,No,2,40,46409.87623,0
5690,-0.6470505793862746,550.0,-0.8500463613222982,-0.008388007682344774,457.16,28.86,8.65,73.96,0.1,91.52,1.46,5.06,5.98,6.7,Yes,Green,No,1,23,107490.4625,0
2892,-1.2310273397744758,617.7,0.4808156314539262,-1.9655898002294858,207.87,43.92,4.25,67.16,22.0,89.72,2.22,4.35,8.53,8.67,No,Yellow,No,1,12,31268.77384,0
4472,-1.1478970771707842,682.2,-1.1878277437103808,-0.008388007682344774,916.07,7.85,6.3,29.74,15.17,86.76,0.92,1.73,2.94,3.79,No,White,Yes,1,12,90912.15383,1
2848,-1.2239158083763209,598.21,-1.1878277437103808,0.9702128885912258,433.83,49.93,7.05,10.66,8.89,93.02,1.62,6.71,3.04,6.56,No,Red,Yes,1,14,67913.49848,0
4981,-1.0695719743716905,550.0,-0.11982609322595694,-0.008388007682344774,685.3,56.18,4.71,42.2,5.59,91.39,1.42,4.96,2.41,6.07,No,Blue,Yes,1,21,130354.3742,1
6648,-1.054493172469123,550.0,1.3781097223343195,-0.9869889039559153,879.06,31.85,7.99,42.28,5.9,90.0,1.81,3.71,9.22,4.77,No,Red,No,1,30,90074.10311,0
2235,-1.1899406947880171,848.39,-1.1878277437103808,-0.008388007682344774,42.21,58.47,7.43,80.19,43.58,95.5,0.98,1.58,4.49,4.75,Yes,Yellow,Yes,1,13,70526.99416,0
5951,-0.3284564483303144,1645.35,0.39916687405336704,-0.9869889039559153,560.93,7.52,9.15,27.54,5.29,92.67,0.93,5.76,7.55,8.85,No,Yellow,No,1,19,346422.3733,0
938,-0.27403365850052464,1161.71,1.9646674774420763,-0.008388007682344774,774.41,0.81,10.0,74.0,19.17,91.74,0.81,8.0,6.79,2.9,No,Blue,Yes,1,20,334317.621,0
4765,-0.5127239612136578,1539.74,-0.8887288969627632,0.9702128885912258,595.27,20.27,5.46,64.99,32.9,96.25,1.5,3.84,1.69,8.02,Yes,Green,No,1,9,339288.323,0
3569,-0.8560882865078112,645.62,-1.0058082828591792,-0.008388007682344774,451.04,21.4,6.66,42.16,52.21,98.46,2.35,4.89,5.54,6.47,No,White,No,1,17,113315.9328,0
6338,-0.6640767835926016,832.15,0.5619732901066834,-0.9869889039559153,582.44,34.82,5.04,50.42,6.5,91.72,1.38,3.88,5.92,5.09,No,Green,No,1,14,144102.8131,0
4999,-1.3500184012152157,550.0,-1.1878277437103808,-0.9869889039559153,631.84,71.08,5.92,119.62,44.1,96.17,1.52,2.39,1.75,9.54,No,White,Yes,1,9,31516.23512,1
1121,-0.8367613932107375,550.0,0.4100276348618587,-0.008388007682344774,322.83,25.89,7.57,80.67,18.43,94.06,1.35,4.73,5.54,6.32,No,Green,Yes,1,11,111692.261,0
45,-0.7341208881902336,550.0,0.40177702093697804,-0.008388007682344774,322.77,29.04,6.68,30.58,29.27,97.48,2.61,7.36,4.97,7.22,No,Yellow,No,1,25,165592.7666,0
1867,-0.20711033543278928,550.0,0.09044468588126456,-1.9655898002294858,17.11,34.23,5.86,97.65,44.72,95.08,1.33,4.28,1.63,1.99,No,White,No,1,34,160505.1596,0
4880,-0.8490245932192748,550.0,0.7041615430650052,-0.9869889039559153,839.33,51.3,6.62,54.43,34.23,99.17,1.46,3.38,0.71,3.02,No,Blue,Yes,1,12,68947.38787,0
1936,-0.9017025863107555,550.0,-1.1878277437103808,0.9702128885912258,585.79,44.71,3.43,69.27,24.02,93.38,0.55,2.15,7.67,7.43,No,Yellow,No,1,17,102010.3738,0
3228,-1.1838223101156387,1002.54,-0.6563081142399062,-1.9655898002294858,352.38,38.16,5.66,70.78,14.73,90.61,1.8,2.83,5.31,5.19,No,Green,No,1,2,24421.74728,0
6215,-0.40926311602272003,550.0,-0.156817294219484,0.9702128885912258,755.2,20.61,7.23,13.46,0.46,91.51,1.78,5.18,9.66,10.0,Yes,Blue,No,2,14,254820.3219,1
5040,-0.4263863156839654,968.63,-1.1878277437103808,-0.008388007682344774,955.04,16.35,6.59,43.74,12.92,98.05,0.53,4.79,3.01,2.41,No,Green,Yes,2,37,131509.4889,0
2518,-1.0290464054481903,550.0,-0.7031101268499846,-0.008388007682344774,293.15,22.66,6.85,94.31,42.5,92.68,1.52,6.21,10.0,7.92,No,Yellow,No,1,13,74975.15547,0
5935,-0.8055072787994568,1152.41,0.5870415699832937,-1.9655898002294858,676.01,33.51,6.92,78.97,35.07,94.89,1.01,3.45,7.7,2.67,No,Red,No,1,8,115548.2401,0
6375,-0.5244464091136801,1313.71,-0.7268003972970596,-0.9869889039559153,839.16,39.14,7.96,83.71,22.42,96.84,1.38,5.48,0.41,2.94,No,Blue,Yes,1,14,154763.4133,0
855,-1.2793338619688537,605.11,-1.1878277437103808,-0.008388007682344774,372.46,39.48,3.63,8.32,4.26,93.74,1.52,2.24,7.5,6.52,No,White,No,2,33,16828.77238,0
3343,-0.20669467896536164,570.62,0.6653161998872181,-0.008388007682344774,215.78,46.15,7.37,39.43,36.54,94.45,1.34,5.63,4.94,8.03,No,Yellow,No,1,11,268033.2901,0
558,-1.0857630431228145,550.0,-0.4646328235281772,-0.9869889039559153,544.76,14.29,2.58,71.68,3.25,87.11,1.74,3.14,6.53,7.07,No,Red,Yes,1,16,75699.56691,0
3535,-0.6895872928052011,550.0,0.0472611270353079,-0.9869889039559153,306.83,4.42,5.63,81.51,25.18,98.5,1.7,4.46,5.94,5.51,No,Red,Yes,1,16,69090.16399,0
4125,-1.144774020109175,550.0,-0.7523525265225104,-0.008388007682344774,426.75,3.62,6.92,50.79,17.62,94.55,0.99,3.07,9.9,5.82,No,Blue,No,1,11,90079.39297,0
2704,-0.49379148808586126,1044.95,-0.3157486624313632,-0.008388007682344774,1041.04,44.45,10.0,17.26,14.58,98.07,1.04,6.75,5.69,4.33,Yes,Red,Yes,1,7,402650.454,0
6545,-0.9919935636297302,972.63,0.5240146371365123,-0.9869889039559153,511.34,31.4,5.32,74.77,45.34,96.12,1.51,5.22,4.45,6.14,No,Red,Yes,2,19,62319.30542,0
5082,-0.7669811484022747,1251.83,-0.562497604509856,-0.9869889039559153,279.62,36.03,6.96,2.59,27.09,99.9,1.76,7.11,4.26,2.7,Yes,Blue,Yes,1,19,191738.722,0
593,-0.20664802090906303,1266.86,-0.859556732858805,0.9702128885912258,420.43,4.4,9.33,15.76,30.19,98.21,1.3,5.4,9.98,9.17,No,Red,No,1,21,295327.6615,0
2296,-0.7888869090479065,637.9,-0.5669174921901967,-0.9869889039559153,341.58,3.82,5.3,24.58,23.91,94.01,1.27,6.35,6.7,7.27,No,White,No,1,18,143905.4582,0
2986,-0.6104324786673219,707.78,-1.1878277437103808,-0.008388007682344774,892.92,51.71,7.62,73.75,34.67,92.82,0.99,4.17,7.52,8.02,No,Yellow,No,1,11,138558.9306,0
6100,-0.49339183426023975,952.41,-1.1878277437103808,-0.008388007682344774,253.48,32.81,6.37,56.46,6.42,92.25,1.56,6.92,3.89,5.9,No,Blue,No,1,1,109132.6951,0
3074,-1.241024753499578,1035.83,-0.06640441242725033,-1.9655898002294858,1.71,29.27,5.19,34.67,20.19,93.4,1.15,1.29,1.0,0.92,No,Red,No,1,24,19660.26532,0
6897,-0.49677038485263236,751.96,0.3255290405659322,0.9702128885912258,810.74,14.93,8.3,4.06,21.83,94.71,1.59,5.53,4.39,7.27,No,Green,No,1,16,210986.8417,0
4731,-0.8805481666794961,1208.75,-1.1878277437103808,-1.9655898002294858,574.9,48.69,6.17,5.27,19.73,97.65,1.28,4.43,4.71,4.85,No,White,No,1,18,65035.45925,0
543,-0.7100121085103611,914.69,-0.7948717202111559,-0.9869889039559153,423.72,56.66,6.89,35.24,15.57,98.19,1.34,5.6,6.14,7.61,No,Blue,Yes,1,15,110871.7187,0
5471,-0.9369226921126806,673.11,0.7883269148793542,-0.9869889039559153,812.29,67.46,5.66,41.15,34.15,97.71,1.92,4.3,5.89,4.94,No,Red,Yes,1,18,124167.1582,0
3788,-0.42934463144178886,820.47,-0.3657214130648427,-0.9869889039559153,678.76,36.6,8.95,24.39,32.53,95.92,0.57,7.84,9.59,8.96,No,Blue,No,1,15,129981.4305,0
1271,-0.5755920789951107,837.24,0.1275104123759222,-0.008388007682344774,159.38,57.1,9.6,66.66,11.59,85.65,2.33,5.71,6.15,5.76,No,Blue,No,1,11,118832.4867,0
4167,-0.44330178267450576,1437.55,-1.1878277437103808,-0.9869889039559153,249.77,35.51,6.69,84.98,14.21,84.28,2.62,5.21,4.31,7.63,No,Green,No,1,24,227401.2744,0
6600,-1.1509788550082989,838.09,-1.1878277437103808,-0.008388007682344774,226.89,42.48,4.36,46.32,28.58,94.15,1.57,1.83,7.2,5.3,No,Green,Yes,2,25,65663.62534,0
1548,-0.3582870608255472,1119.46,0.9577235889238888,-0.9869889039559153,828.44,26.99,7.05,70.06,23.52,99.65,0.74,6.65,8.08,5.38,No,Yellow,No,1,23,246008.2978,0
3576,-1.1450793202809622,975.57,-1.1820734521814575,-0.9869889039559153,197.27,44.83,5.7,79.16,4.66,95.97,0.89,4.4,3.0,2.3,No,Green,No,1,12,55773.54671,0
359,-0.8706681289690221,591.05,-0.23903323808558002,-1.9655898002294858,609.33,24.52,5.58,58.93,34.44,98.53,1.26,4.86,5.07,7.08,Yes,Yellow,Yes,1,20,73689.14401,0
6269,-0.9606873397420168,813.05,-0.3845651973118155,-0.9869889039559153,686.5,27.54,4.04,23.27,6.99,92.49,1.31,3.8,10.0,4.42,No,Yellow,Yes,1,10,140309.1966,0
1686,-1.0643317511505386,599.67,-1.1878277437103808,-0.9869889039559153,567.3,24.42,7.43,57.67,5.56,95.51,1.91,3.9,8.6,7.24,No,Green,No,1,24,75961.6813,0
2102,-0.6763345301831719,1368.66,-0.2068987616902257,-0.008388007682344774,671.61,7.14,4.51,17.79,12.37,89.82,1.23,2.53,5.05,9.16,No,Yellow,No,1,2,283025.7745,0
3509,-0.7849151665621877,1001.09,0.8019113814402918,-0.9869889039559153,170.91,50.77,5.55,65.95,22.74,98.03,1.89,4.72,5.37,3.84,No,White,Yes,1,20,283785.8909,0
6165,-1.3321070737758296,609.97,-1.1878277437103808,-0.008388007682344774,32.79,12.26,8.2,123.09,21.88,96.56,1.76,5.92,9.35,6.12,Yes,White,No,2,25,42257.84318,1
416,-0.8993858652766532,984.42,-1.1878277437103808,0.9702128885912258,418.85,37.17,7.93,32.14,26.94,84.25,2.33,3.87,4.69,7.42,No,Green,Yes,1,18,86042.28003,0
4322,-0.7451054511466425,1018.91,-0.46589296014530984,0.9702128885912258,154.35,60.65,4.21,95.59,35.1,96.77,1.34,2.77,4.05,5.64,No,Red,Yes,2,11,140059.7426,1
6801,-0.7271852293550315,550.0,1.435966500377851,-0.9869889039559153,528.74,20.07,9.02,56.82,14.92,96.88,1.32,7.03,8.96,5.5,No,Blue,Yes,1,20,155384.2047,0
3400,-0.5596976677904985,550.0,0.5321861858931941,0.9702128885912258,254.76,16.84,6.42,4.98,28.15,99.9,1.97,6.13,1.68,6.94,No,White,Yes,1,5,173217.8785,0
6868,-1.436907252780631,550.0,-1.1878277437103808,-0.008388007682344774,521.43,53.48,4.64,46.9,20.44,88.9,2.01,1.59,6.59,6.22,No,Blue,Yes,1,13,1937.573978,0
1674,-0.702404820862988,550.0,1.2149559335605842,0.9702128885912258,421.2,9.06,4.39,40.52,30.66,97.73,1.87,3.63,7.7,7.45,No,Red,No,1,18,188859.3625,0
1044,-0.4305636351786528,740.01,-0.7329476230477416,-0.008388007682344774,375.97,41.46,5.54,90.17,27.47,91.81,1.41,3.39,5.15,4.46,No,Green,No,2,35,162732.8489,0
5106,-0.5419543074891429,1653.37,-0.7920681240873849,-0.008388007682344774,887.74,15.4,10.0,79.82,17.81,99.9,1.81,7.06,1.41,5.95,No,White,No,2,45,218539.0447,0
1158,-0.4964461765240082,1119.59,-1.113666560311247,-0.008388007682344774,713.89,53.98,10.0,14.89,11.41,93.07,0.89,6.17,10.0,8.8,No,Red,No,1,19,289476.7506,0
615,-0.6752742302989653,1016.62,-1.1878277437103808,-0.008388007682344774,540.36,22.6,7.76,101.67,17.39,99.9,2.7,4.79,4.09,6.55,No,White,No,1,7,148042.7408,0
4945,-0.24030250894913888,609.92,-0.33712090580162485,-1.9655898002294858,314.15,1.63,2.53,68.06,23.45,93.01,1.87,2.33,2.78,5.09,No,Yellow,Yes,1,16,180239.127,0
5710,-1.4630082311732389,550.0,-0.6583732249576609,-0.008388007682344774,403.16,7.11,9.03,9.24,45.87,98.43,1.71,5.5,3.55,7.99,No,White,No,1,17,5882.917675,0
141,-1.3925721447614265,690.15,-0.3360313468596436,-0.008388007682344774,215.54,7.89,5.13,54.57,29.26,89.36,0.93,0.94,6.91,6.77,Yes,Green,Yes,1,22,12116.32176,0
4124,-1.253408015276152,813.84,-1.1408388152431603,-1.9655898002294858,1005.25,42.11,3.79,121.45,3.14,91.49,2.12,3.03,4.22,4.9,No,Yellow,No,1,15,72619.71708,0
4544,-0.25451071253002555,579.71,2.0978759571246752,-1.9655898002294858,319.87,42.23,6.73,30.25,29.75,88.05,0.89,4.2,2.79,3.77,No,White,Yes,1,1,261973.4112,0
3080,-1.2405257554334514,550.0,-1.0777834244371813,0.9702128885912258,126.93,76.62,9.86,52.22,19.77,99.9,1.97,6.93,6.66,4.57,No,Yellow,Yes,1,8,51907.85906,0
4451,-1.1990725500579882,601.72,-1.1878277437103808,0.9702128885912258,651.21,47.53,7.86,133.43,9.04,89.64,1.99,6.75,4.79,5.15,No,Yellow,No,1,19,81994.96269,0
1352,-1.4517707530892319,550.0,-0.7332422625587398,-1.9655898002294858,278.16,15.87,4.78,40.53,12.2,93.05,0.89,0.14,5.69,8.85,Yes,Green,No,1,13,4332.825303,0
1263,-0.9016857685531123,550.0,-1.0546370667878393,0.9702128885912258,221.67,50.54,8.28,24.7,23.05,95.89,0.83,3.99,5.0,2.74,No,Blue,No,1,2,110028.6404,0
4913,-0.8354288566238671,583.5,-1.1878277437103808,-0.9869889039559153,821.47,67.66,3.71,90.24,33.41,92.46,1.15,3.11,6.07,4.59,No,Yellow,Yes,1,11,61585.24437,0
80,-1.3589918756155208,550.0,-1.1878277437103808,-0.008388007682344774,458.89,49.0,4.22,76.35,7.26,90.91,1.02,3.13,2.18,4.51,No,White,No,1,7,16088.93035,1
1782,-0.8937373569256581,550.0,-1.1878277437103808,-0.9869889039559153,33.49,59.3,5.4,77.55,21.33,94.35,1.68,3.87,7.3,8.24,Yes,Green,Yes,2,45,128026.5367,0
4274,-0.24444101121585127,550.0,-1.1878277437103808,0.9702128885912258,82.5,2.01,8.95,25.79,21.11,94.0,1.22,6.56,5.13,5.87,No,Blue,Yes,1,11,192654.8614,0
5771,-0.2938372047682956,696.6,-0.08168347035280592,0.9702128885912258,494.14,22.01,9.38,17.56,42.67,96.9,1.73,7.44,8.59,8.43,Yes,Green,No,1,9,467801.6644,0
6247,-0.7810039317766143,758.94,1.7510332134388389,-0.9869889039559153,313.79,4.43,6.57,69.07,11.41,93.37,1.29,4.25,5.07,7.38,No,Yellow,Yes,2,12,256044.3747,0
5346,-1.1240682012104342,561.45,-1.1878277437103808,-0.008388007682344774,268.08,45.99,7.08,89.56,24.4,95.19,1.92,2.95,6.45,4.99,No,White,No,1,11,84154.77739,0
1309,-0.8982389187121295,550.0,-0.9601745583987209,-0.008388007682344774,552.97,34.33,3.88,108.02,20.75,89.01,2.01,0.19,5.35,7.92,No,Blue,No,1,14,64132.908,0
4734,-0.9507003154141189,550.0,0.3342545683386303,-0.008388007682344774,812.41,24.25,3.46,13.02,20.94,97.22,1.24,3.72,4.4,3.9,No,Yellow,Yes,1,8,62811.57198,0
3650,-1.289176829223282,692.41,-1.1878277437103808,-0.008388007682344774,1059.23,42.64,3.86,13.62,24.49,95.06,1.83,3.96,10.0,6.46,No,Yellow,No,1,7,40774.88886,0
6836,-0.5249890012263279,1328.2,-0.16566742556443198,-0.008388007682344774,219.01,2.56,5.41,97.62,19.17,88.05,1.88,6.47,6.56,6.0,No,Blue,Yes,1,11,200765.2318,0
3493,-0.4985992137738916,550.0,0.2943939754453824,0.9702128885912258,211.66,29.98,6.68,67.58,33.97,99.9,1.91,6.21,6.79,5.69,No,Green,Yes,1,19,292716.6151,0
3988,-0.19120782168373882,1048.72,-0.27207752612422526,-0.008388007682344774,734.51,44.31,6.11,27.38,30.34,95.32,2.06,4.94,5.27,6.51,Yes,Blue,No,1,13,211568.1943,0
6673,-1.3308089651779764,550.0,-0.25379667634195,-0.9869889039559153,265.49,30.26,4.36,34.15,54.02,93.0,2.48,2.64,9.79,3.94,Yes,Yellow,No,1,10,18207.1855,0
4048,-0.6952691096928258,550.0,0.023586608938996584,-1.9655898002294858,529.29,54.31,3.28,51.85,16.28,86.78,2.16,1.1,3.24,4.44,No,Yellow,No,1,5,115765.1128,0
232,-0.9786049084114908,581.4,-1.1878277437103808,-0.008388007682344774,454.75,9.17,10.0,58.29,27.87,96.59,0.9,4.62,4.15,6.66,No,Green,No,1,15,94932.02301,0
6129,-0.5734863870560551,550.0,0.620242231914534,0.9702128885912258,160.09,31.51,5.7,96.01,7.36,94.52,1.02,2.85,8.67,4.62,No,White,No,1,20,254077.9284,0
6145,-1.275007330325781,581.91,-0.21071533664604672,-1.9655898002294858,244.02,60.92,4.77,16.24,23.95,89.27,2.36,1.86,5.18,1.58,No,White,Yes,1,21,35618.14473,1
5455,-0.8333694558057947,696.07,0.850423867950469,-0.9869889039559153,363.82,41.4,4.38,2.3,6.44,95.98,1.72,1.99,10.0,6.98,No,Blue,No,1,11,79893.34452,0
595,-1.0130265909362188,737.43,-0.7292055263485969,-0.008388007682344774,564.54,47.35,7.66,74.01,12.82,98.03,2.04,4.39,3.17,3.93,No,Blue,No,2,25,102286.3488,0
268,-0.557103213349385,896.66,-0.6180580942245683,-0.9869889039559153,780.08,24.65,6.87,66.69,17.39,91.35,1.61,4.17,6.54,2.31,No,Red,Yes,1,18,166049.7739,0
1937,-0.7801507945147822,550.0,-1.1878277437103808,-0.9869889039559153,408.84,33.92,6.18,66.49,29.53,91.51,2.05,3.18,9.31,7.61,No,Red,No,1,9,151668.6137,0
3815,-0.6000842900971757,1269.84,-1.1878277437103808,-0.008388007682344774,509.97,25.79,4.32,80.95,0.02,96.21,1.87,6.41,5.17,4.96,No,Yellow,No,1,15,114866.6244,0
4825,-1.3555617323194813,878.21,-0.4903029116559241,-1.9655898002294858,727.94,4.42,7.57,5.44,2.83,93.36,1.15,5.67,8.59,5.47,No,Red,No,1,13,28950.60887,0
2695,-1.0079391506568502,550.0,-1.0341892430459743,-0.008388007682344774,201.22,52.54,4.66,81.68,19.79,89.04,1.97,0.41,9.12,6.82,Yes,White,No,1,2,146827.1836,0
1339,-0.9552754806956217,669.63,-0.5061980120615983,-0.9869889039559153,79.51,24.6,4.27,54.64,13.31,91.17,1.94,1.03,0.23,5.27,No,Yellow,No,2,25,115225.9999,0
6781,-1.2920880440718396,811.36,-0.7247089630195412,-0.008388007682344774,1036.7,21.54,6.68,0.41,18.5,88.53,1.39,4.68,8.07,6.49,No,Yellow,Yes,1,11,33502.16591,0
4806,-1.1150831333856097,622.83,-1.1878277437103808,-0.008388007682344774,135.44,63.91,6.2,86.7,23.43,93.01,1.24,2.39,0.13,0.8,No,Yellow,No,1,25,135552.1354,0
2775,-0.7354865908016512,583.36,-1.1878277437103808,-0.008388007682344774,594.34,24.75,5.08,17.71,24.1,92.64,1.3,2.42,3.09,6.89,No,Blue,Yes,1,22,110172.4271,0
3306,-0.5221669350108658,929.41,0.10414662420168608,-0.008388007682344774,669.98,6.89,8.63,48.78,7.93,98.24,0.91,4.61,0.94,5.0,Yes,Red,No,1,6,214845.7023,0
4570,-1.2751471726377028,550.0,1.7120068074667938,-1.9655898002294858,307.61,10.8,5.54,93.42,23.02,95.98,1.02,2.18,1.37,5.02,No,White,No,1,14,27563.54598,0
1964,-1.073216092234467,1419.79,-0.9597586612726765,-0.9869889039559153,630.85,52.85,5.68,97.86,45.97,91.88,1.2,3.8,5.25,7.39,Yes,Yellow,No,1,7,216925.2751,0
1612,-0.49141227483756506,634.09,1.012714120498443,-0.008388007682344774,939.24,14.49,7.09,61.1,14.91,94.69,0.61,4.62,8.7,7.37,No,Green,No,1,14,331136.5415,0
1625,-0.94816141671125,873.02,-0.4824381946289434,-0.9869889039559153,32.49,6.9,3.86,8.46,10.77,94.91,0.97,2.97,2.77,4.54,No,Blue,No,1,10,113319.7806,0
2358,-1.2408633585659576,550.0,0.16042320755108094,-0.008388007682344774,684.24,8.52,2.48,24.54,6.81,98.1,1.78,2.6,6.49,4.38,No,White,No,1,12,40421.27487,1
1168,-0.20696251976962526,1066.25,-0.6999345499446403,0.9702128885912258,993.82,47.32,7.61,78.85,23.71,95.21,2.51,4.03,5.18,7.47,Yes,Red,No,2,28,307351.5079,0
54,-0.7730433100602082,550.0,-1.005752355924683,-0.008388007682344774,746.43,46.2,7.06,113.42,0.72,90.73,1.96,4.23,10.0,6.48,No,Yellow,No,1,11,131907.532,1
2306,-1.1695556965591876,680.92,0.8891682255833838,-1.9655898002294858,551.7,9.63,6.72,16.79,2.8,85.17,1.52,3.51,5.45,5.63,Yes,Red,No,1,22,34562.74504,0
129,-0.7423882318695317,550.0,-0.1561104520987264,1.9488137848647964,626.78,13.12,6.38,29.23,3.56,99.9,2.08,5.32,6.43,7.31,No,Blue,Yes,1,12,166754.3776,0
